Id_company,Company Name,Id_company,Address
a75ky23s,Công ty Cổ phần Đầu tư Thương mại và Phát triển Công nghệ Hòa Bình - Việt Nam,a75ky23s,"Lô B7 & B8, ngõ 187 Nguyễn Tuân, Nhân Chính, Thanh Xuân, Hà Nội"
m68oe69b,Công Ty Cổ Phần Sundrone Việt Nam,m68oe69b,"U2-15 đường số 5, khu dân cư Miền Nam, Phường Hưng Phú, Quận Cái Răng, Thành phố Cần Thơ, Việt Nam"
e18ju91m,CÔNG TY TNHH THIẾT BỊ BAY PHƯƠNG TÍN,e18ju91m,"Số 40 Lý Thái Tổ, Đông Kinh, Lạng Sơn"
q92yc39y,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH MISMART,q92yc39y,"68 Nguyễn Huệ, phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh."
z23gg78s,CÔNG TY TNHH DRONE SÔNG HỒNG,z23gg78s,"Thôn 1, Xã Xuân Sinh, Huyện Thọ xuân, Tỉnh Thanh Hóa"
a16xv50b,Công ty Cổ phần Dịch vụ Nông nghiệp MAJ (MAJ Việt Nam),a16xv50b,"Số 9, Ngõ 52 Quan Nhân, Trung Hòa,  Cầu Giấy, Hà Nội"
d44us76g,CÔNG TY CỔ PHẦN THIẾT BỊ THẮNG LỢI,d44us76g,"số 6 Hòa Mã, P. Phạm Đình Hổ, Q. Hai Bà Trưng, Tp. Hà Nội"
v57xk43u,CÔNG TY CỔ PHẦN THIẾT BỊ BAY AGRIDRONE VIỆT NAM,v57xk43u,"4329 Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh"
a51hj49j,CÔNG TY CỔ PHẦN THIẾT BỊ BAY DRONE VIỆT NAM,a51hj49j,"Bình Tân, Hồ Chí Minh"
r73jh70b,CÔNG TY CỔ PHẦN DIGIDRONE,r73jh70b,"Võ Văn Kiệt, Khóm 3, TT. Tràm Chim, Tam nông, Đồng Tháp"
y34yt99g,Viet-Flycam,y34yt99g,"167 đường số 4, Khu Đô Thị Vạn Phúc City, Thủ Đức, Hồ Chí Minh"
e67ln11f,DJI VIETNAM | FLYCAMPRO,e67ln11f,"15 Lý Thái Tổ, P1, Q10, Tp HCM"
t79oj16d,TẬP ĐOÀN CT GROUP,t79oj16d,"Léman Building – 20 Trương Định, Quận 3, TP.Hồ Chí Minh"
e86jq98e,AGS Technologies,e86jq98e,"14 Trần Hưng Đạo, Hà Nội, Việt Nam"
r45gz63c,CÔNG TY CỔ PHẦN CÔNG NGHỆ NGUYỄN KIM,r45gz63c,Số 17 ngõ 1/3 Vũ Trọng Khánh - Mộ Lao - Hà Đông - Hà Nội
b75gq98z,CÔNG TY CỔ PHẦN THIẾT BỊ BAY CÁNH DIỀU VIỆT,b75gq98z,"647/24A Quốc lộ 13, phường Hiệp Bình Phước, TP. Thủ Đức, Hồ Chí Minh."
d44xa48n,CÔNG TY CỔ PHẦN ĐẠI THÀNH,d44xa48n,"Số 4, Phố Dã Tượng, Đ. Lê Văn Thịnh, P. Suối Hoa, TP Bắc Ninh."
n76ja44q,CÔNG TY CỔ PHẦN AIRNANO VIỆT NAM,n76ja44q,"Số 50, đường Nguyễn Hữu Thọ, Phường Xuân Phú, Thành phố Huế"
i66dk91v,CÔNG TY TNHH ĐẤT HỢP,i66dk91v,"Số 2, Đường số 4, Khu nhà ở Vạn Phúc 1, P. Hiệp Bình Phước, TP. Thủ Đức, TP. HCM"
n93xo54u,Linh Kiện Store ,n93xo54u,15 Thăng Long P.4 Q. Tân Bình Tp. HCM
q57hu71h,GTECHSTORE,q57hu71h,"LK09 Khu Ngoại Giao Đoàn, Tây Hồ, Hà Nội"
y93pk40h,VNFAST DOKI DOKIMI,y93pk40h,"4324/4 Nguyễn Cửu Phú, Tân Tạo A, Bình Tân"
o22rl47e,HOBBYTECH,o22rl47e,Tầng 1B số 159 Bạch Đằng - Phường Thượng Lý - Quận Hồng Bàng - TP Hải Phòng
h96va56t,CÔNG TY TNHH CÔNG NGHỆ ABM VIỆT NAM,h96va56t,"Phòng 408, Lầu 3, 296 Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam"
j15if16s,AONIC (HQ),j15if16s,"Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh"
i32es43q,XAG MeKong,i32es43q,"Khóm 3, Thị Trấn Tràm Chim, Tam Nông, Đồng Tháp"
q93og42m,Shop Đồ Chơi Điều Khiển Quận 10,q93og42m,"Hẽm 162 Trần Nhân Tôn ,Phường 2, Quận 10, Tp HCM (Vô hẽm 20m)"
d98wm36k,THEGIOIMAY.VN,d98wm36k,"96-98 Đường 5A, Phường Bình Hưng Hòa A, Quận Bình Tân, Tp. Hồ Chí Minh"
c39sr57x,Flycam Giá Rẻ,c39sr57x,110/4 Trung Kính - Cầu Giấy - Hà Nội
n76ua21g,AGRAS VIỆT NAM,n76ua21g,"14 Trần Hưng Đạo, Q. Hoàn Kiếm, Hà Nội"
n71ln41n,TRUNG TÂM ĐẲNG CẤP DIGITAL,n71ln41n,"24 Rạch Bùng Binh, P10, Q.3, HCM"
e76xh88u,Linh Kiện RC,e76xh88u,Số 3 Ngách 334 Ngõ 192 Lê Trọng Tấn - Khương Mai - Thanh Xuân - Hà Nội
t72wv82z,Công Ty Cổ Phần GeoTech Global,t72wv82z,"Thôn Bỗng Phồn, xã Vĩnh Hòa, huyện Vĩnh Lộc, tỉnh Thanh Hóa, Việt Nam"
f72oy63p,Mood FPV Việt Nam,f72oy63p,"Số 16 Phố Đê Tô Hoàng - Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
c23vs70d,CÔNG TY TNHH KỸ THUẬT CÔNG NGHIỆP SAO VIỆT,c23vs70d,"Số nhà 5/13/51/151 Nguyễn Đức Cảnh, P.Tương Mai, Q.Hoàng Mai, TP.Hà Nội"
h18ik86z,VIETDRONE,h18ik86z,"Căn nhà số 12, Đường D3 Khu Dân Cư Mega Ruby, Tổ 9 Khu phố 2, Đường Phú Hữu, Thành phố Thủ Đức"
z90qm45m,Vua Mô Hình,z90qm45m,"Số 7/1 hẻm 7 đường số 44, P.14, Q. Gò Vấp"
h20tw74x,Đại Lý Đồ Chơi,h20tw74x,"36 Trần Thủ Độ, Phú Thạnh, Tân Phú, Hồ Chí Minh"
u30pf70l,Công ty TNHH Đồ Sáng Tạo,u30pf70l,"434 Nguyễn Văn Công, P3, Gò Vấp, HCM"
o34oq95a,Trường An Equipment,o34oq95a,"25/49/3 P.Sơn Kỳ, Q.Tân Phú, Thành phố Hồ Chí Minh."
z39jv57e,Công ty cổ phần Linh Kiện Việt Nam,z39jv57e,Số 64 phố Hoàng Sâm - Cầu Giấy - Hà Nội
m96lk70d,JOLA ,m96lk70d,"120 Trần Minh Quyền, P.11, Q.10, TP.HCM"
d57rf53q,Công ty cổ phần Chima Việt Nam,d57rf53q,"Tầng 12, Tháp C, Toà nhà Hồ Gươm Plaza - 102 Trần Phú - Quận Hà Đông - TP Hà Nội - Việt Nam;"
s79dx60p,Shop linh kiện điện tử Thủ Đức,s79dx60p,"23/5/14 Đường TA16, Phường Thới An, Q.12"
z90ze61r,CÔNG TY TNHH NGÂN ANH PHÁT,z90ze61r,"D3, KP3, Phường Tam Hòa, TP.Biên Hòa - Đồng Nai"
r70pw38r,CÔNG TY CỔ PHẦN KHOA HỌC SÁNG TẠO ROBOTICS,r70pw38r,"121 Bùi Xương Trạch, phường Khương Đình, Thanh Xuân, Hà Nội."
q88ae53q,"CÔNG TY TNHH ENGITECH (ENGITECH CO., LTD)",q88ae53q,"12/1 Đường 5D, P. Bình Hưng Hòa A, Q. Bình Tân, TPHCM"
s22yo47x,CÔNG TY CỔ PHẦN NHÔM NGỌC DIỆP,s22yo47x,360 Điện Biên Phủ - Bình Thạnh – TP. Hồ Chí Minh
q67fo87s,CÔNG TY CỔ PHẦN NHÔM HYUNDAI VIỆT NAM,q67fo87s,"Lô CN 3.1, KCN Phú Nghĩa – Chương Mỹ- Hà Nội"
i62yb54o,CÔNG TY TNHH NHÔM ĐÔNG Á,i62yb54o,"Cụm CN Tân Dân, TP Chí Linh, Tỉnh Hải Dương"
n11hu48w,CÔNG TY TNHH TUNGYANG,n11hu48w,"Xã Cẩm Phúc, Huyện Cẩm Giàng, Tỉnh Hải Dương, Việt Nam"
h64uj46o,Công ty TNHH Công nghiệp Tungshin,h64uj46o,"Số 8, đường 18, Khu Công nghiệp Sóng Thần 2, Bình Dương, Việt Nam."
a94qk22t,CÔNG TY CỔ PHẦN NHÔM VIỆT PHÁP,a94qk22t,Lô A2 – CN8 – KCN Từ Liêm – TP Hà Nội
x57fp28j,CÔNG TY CỔ PHẦN TỔ HỢP CÔNG NGHIỆP XÂY DỰNG NAM HẢI,x57fp28j,"Số 01-9A, Khu đô thị Vĩnh Hoàng, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
z39nt11c,CÔNG TY TNHH SẢN XUẤT NHÔM TRƯỜNG THÀNH,z39nt11c,"Lô H23 - H28, đường N1, KCN Nam Thuận, Đức Hòa, Long An"
t89ph14r,CÔNG TY CỔ PHẦN NHÔM ĐÔ THÀNH,t89ph14r,Khu công nghiệp vừa và nhỏ Phú Thị - Gia Lâm - Hà Nội
q61pj92r,CÔNG TY TNHH LONG VÂN NTV,q61pj92r,"76 Đại lộ Bình Dương, Phường Lái Thiêu, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam"
p75hk38h,Công Ty Cổ Phần Oristar,p75hk38h,"Tầng 9, Toà Nhà Detech, Số 8, Tôn Thất Thuyết, P. Mỹ Đình 2, Q. Nam Từ Liêm, Hà Nội."
b57oq96c,Công Ty TNHH Kim Khí Hoàng Ngọc,b57oq96c,"Tổ dân phố Như Thiết, P. Hồng Thái, TX. Việt Yên, Bắc Giang"
u74vx54z,Công Ty TNHH Xuất Nhập Khẩu Dịch Vụ Thương Mại Hang Xin,u74vx54z,"28/8B Ấp Thới Tây 1, X. Tân Hiệp, H. Hóc Môn, TP. Hồ Chí Minh"
a20fk34v,Công Ty TNHH Xây Dựng Cơ Khí Và Thương Mại T&T,a20fk34v,"Thôn 5, Thượng Vỹ, Xã Nhân Chính, Huyện Lý Nhân, Hà Nam"
r75no44s,Công Ty TNHH Đông Dương Aluminium,r75no44s,"Thôn Mẫn Xá, Xã Văn Môn, Huyện Yên Phong, Bắc Ninh"
t10al69p,Công Ty TNHH Dongdopro,t10al69p,"Số 23A/109 Trường Chinh, P. Phương Liệt, Q. Thanh Xuân, Hà Nội"
l72zm64y,Công Ty TNHH Garmco Metals Việt Nam,l72zm64y,"Lô 1-1&2 Đường N3-2, KCN Long Đức, X. Long Đức, H. Long Thành, Đồng Nai"
l15so63e,Công Ty TNHH Nhôm Bảo Khôi,l15so63e,"KCN Hoàng Gia, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An"
a11tr14r,Công Ty TNHH Một Thành Viên Kha Hưng,a11tr14r,"47/10-12 Hà Tôn Quyền, P. 15, Q. 5, TP. Hồ Chí Minh"
o62vn60u,Công Ty TNHH Kim Loại Màu Hà Nội,o62vn60u,"Số 20, Lô 2A, Khu Đô Thị Mới Trung Yên, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
v72on63d,Công Ty Cổ Phần Aluminum Hàn Việt,v72on63d,"Lô CN7, KCN Điềm Thụy, P. Hồng Tiến. TP. Phổ Yên, Thái Nguyên"
b55gy27t,Công Ty TNHH Tái Chế Xanh Việt Nam,b55gy27t,"Lô 6,7,8 Bình Than, Khu Bồ Sơn 3, P. Võ Cường, TP. Bắc Ninh, Bắc Ninh"
b87ex10c,Công Ty Cổ Phần Kim Loại Toàn Cầu,b87ex10c,"118 An Phú Đông 03, Khu Phố 5, Phường An Phú Đông, Quận 12, TP. Hồ Chí Minh"
t30ys12z,Nhà Máy Nhôm Việt Pháp,t30ys12z,"Lô KT, KCN Phúc Sơn, Đường Trần Nhân Tông, P. Ninh Sơn, TP. Ninh Bình, Ninh Bình"
y86su46m,Công Ty TNHH Nhôm Minh Dũng,y86su46m,"Thửa Đất Số 11, Tờ Bản Đồ 50, Cụm CN Dốc Sặt, P. Trang Hạ, TX. Từ Sơn, Bắc Ninh"
s88gr18g,Công Ty TNHH Almine Việt Nam,s88gr18g,"KCN Lương Sơn, Xã Hòa Sơn, Huyện Lương Sơn, Hòa Bình"
x27fp67n,Công Ty TNHH Xuất Nhập Khẩu Thương Mại An Phát Gia,x27fp67n,"398B Mã Lò, KP. 10, P. Bình Hưng Hòa A, Q. Bình Tân, TP. Hồ Chí Minh"
o75ro23n,Công Ty TNHH Thương Mại & Kỹ Thuật Quốc Phát,o75ro23n,"50/11/15 Đường 79, P. Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh (TPHCM)"
l88ne80i,Công Ty TNHH Thương Mại Đầu Tư Phát Triển Nhôm Châu Âu,l88ne80i,"Số 289 Tổ Dân Phố Bình Minh, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"
f19pv63k,Công Ty TNHH MTV TM DV Minh Phát Steel,f19pv63k,"96/51/22 Trương Văn Vĩnh, P. Tân Bình, TP. Dĩ An, Bình Dương"
y85ah18b,Công Ty Cổ Phần Banhay,y85ah18b,"Số 303 Vĩnh Hưng, Q. Hoàng Mai, Hà Nội"
q60wl86f,Công Ty Cổ Phần Tập Đoàn Ngọc Thiên Global,q60wl86f,"T07-OF-07 Tầng 2, Tòa Nhà T7 Time City, 458 Minh Khai, P. Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội"
l51yg27o,Chi Nhánh Công Ty TNHH Xuất Nhập Khẩu Dịch Vụ Thương Mại Hang Xin,l51yg27o,"Thôn Vũ Hạ, Xã An Vũ, Huyện Quỳnh Phụ, Thái Bình"
x71sq90w,Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Nghi Quân,x71sq90w,"Số 158 Văn Thân, P. 8, Q. 6, TP. Hồ Chí Minh"
c67am98v,Công Ty Cổ Phần Top American Việt Nam,c67am98v,"Lô G-4B-CN, KCN Mỹ Phước 2, TX. Bến Cát, Bình Dương"
j68wo13d,Công ty cổ phần SCG Việt Nam,j68wo13d,"Số 3 ngõ 342/29 đường Hồ Tùng Mậu, P.Phú Diễn, Q.Bắc Từ Liêm, TP.Hà Nội, Việt Nam"
a25dz78w,Công  TNHH Công Nghệ Dalian Shungji,a25dz78w,"Tầng 45, Tian' một Tòa nhà Quốc tế, 88 Đường Trung Sơn, Quận Trung Sơn, Đại Liên"
r39ot34i,CÔNG TY CỔ PHẦN KỸ THUẬT XÂY DỰNG BÁCH KHOA,r39ot34i,"177 Đường Tân Sơn, Phường 15, Quận Tân Bình, TP.HCM"
r33ze56d,CÔNG TY TNHH NHẬT ĐÌNH,r33ze56d,181 Đường Cầu Diễn – Hà Nội
e18xd88o,CÔNG TY TNHH MTV HOÀI TÍN,e18xd88o,"B01.04 Saigon Gateway, 702 XL Hà Nội, Hiệp Phú, Tp. Thủ Đức, Tp. Hồ Chí Minh"
u77rh51o,CÔNG TY TNHH TM & DV USS VIỆT NAM,u77rh51o,"HCM: 1177 Huỳnh Tấn Phát, Quận 7, TP Hồ Chí Minh"
h61lk13p,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ PCM,h61lk13p,"Tầng 7, Số 60 Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh"
e84el35c,Công ty TNHH công nghệ vật liệu Composite Thành Thắng ,e84el35c,"384 Phạm Văn Đồng, tổ dân phố Lợi Thịnh, Phường Cam Lợi, Thành phố Cam Ranh, Tỉnh Khánh Hòa"
h46qg69b,Công Ty TNHH SX TM DV Kỹ Thuật Gia Lâm COMPOSITE,h46qg69b,"55/18 Đường Huỳnh Thị Hai, Khu Phố 9, Phường Tân Chánh Hiệp, Quận 12, TP. Hồ Chí Minh"
z46bd35q,Công Ty TNHH Sản Xuất Thương Mại Nhựa Anh Khải,z46bd35q,"182/8 Ấp Tân Thới 3, X. Tân Hiệp, H. Hóc Môn"
y61nw66d,Công ty TNHH Thương mại và Dịch vụ Tân Trường Thịnh,y61nw66d,"Số 23, Phố Thanh Lân, P. Thanh Trì, Q. Hoàng Mai, Tp. Hà Nội"
c66no45o,Công Ty TNHH Thương Mại Kiên Phi,c66no45o,"496/2 Đường Hậu Giang, Phường 12, Quận 6, TP. Hồ Chí Minh"
k65mb82a,Công Ty TNHH Một Thành Viên Sản Xuất Và Công Nghệ Toàn Hùng Phát,k65mb82a,"17 Huỳnh Mẫn Đạt, Phường Hòa Cường Bắc, Quận Hải Châu, Tp. Đà Nẵng"
x60ao53r,Công Ty TNHH Sản Xuất Thương Mại Và Dịch Vụ Hợp Long Thành,x60ao53r,"Tổ 9, Khối Phố Đà Sơn, P. Hòa Khánh Nam, Q. Liên Chiểu, Tp. Đà Nẵng"
r98ox43l,Công Ty TNHH Composite Thuận Phước,r98ox43l,"102 Đặng Văn Bi, P. Bình Thọ, TP. Thủ Đức, TP. Hồ Chí Minh"
e95wy51e,Công Ty TNHH Sản Xuất & Thương Mại Vĩ Đức,e95wy51e,"348 Ấp Bình Hữu 1, X. Đức Hòa Thượng, H. Đức Hòa, Long An"
f66wf54z,Công Ty Cổ Phần Vật Liệu Mới MG Việt Nam,f66wf54z,"Lô 30 BT4 - 3, KĐT Vinaconex 3, Trung Văn, Quận Nam Từ Liêm, Hà Nội"
r19id15x,Công Ty TNHH Phát Triển Công Nghệ Polyme Hoàng Linh,r19id15x,"Số Nhà 21, Tổ 20, Phường Thượng Thanh, Quận Long Biên, Hà Nội"
