Id_company,Company Name,Id_company,Address
w77st12d,Nam Châm Đất Việt,w77st12d,"147/50/8 Tân Mai, Q. Hoàng Mai, Hà Nội"
z35um16z,Công Ty TNHH Wakyo Magall,z35um16z,"20/5 Đường Tân Cảng, P. 25, Q. Bình Thạnh, TP. Hồ Chí Minh (TPHCM)"
j80mz71a,CÔNG TY TNHH LTD ĐỨC MẠNH,j80mz71a,"Thôn Đông Mai, Xã Chỉ Đạo, Huyện Văn Lâm, Tỉnh Hưng  Yên"
o45ix62f,CÔNG TY TNHH MTV CƠ ĐIỆN LÂM ĐIỀN KHANG,o45ix62f,"Số 156 Đường ĐT 743A, Kp. Đông An, P. Tân Đông Hiệp, TP. Dĩ An, Bình Dương"
y36ia83v,LINH KIỆN ĐIỆN TỬ TPHCM,y36ia83v,"40/12 Lữ Gia, Phường 15, Quận 11, TP. Hồ Chí Minh"
r47qp98b,Tên công ty Điện Tử QUỲNH DIỄN,r47qp98b,"Số 182/19 Đường Chiến Lược, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh"
n80qy56g,CÔNG TY TNHH KIM LOẠI MÀU ĐÔNG DƯƠNG,n80qy56g,"Thị Tứ Bô Thời, Xã Hồng Tiến, Huyện Khoái Châu , Tỉnh Hưng Yên, Việt Nam"
j71hm69c,Ngo Han Joint Stock Company ,j71hm69c,"Km35, Quốc lộ 51, Xã Phước Thái, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam"
x58lw64g,CÔNG TY CP KIM LOẠI MÀU & NHỰA ĐỒNG VIỆT,x58lw64g,"51 Đường B4, P. An Lợi Đông, Tp. Thủ Đức, Tp. Hồ Chí Minh"
u77ez30d,CÔNG TY DÂY ĐỒNG VIỆT NAM CFT,u77ez30d,"Khu Công Nghiệp Long Đức: Đường D3-3, Xã Long Đức Huyện Long Thành,T.Đồng Nai"
r77ac68l,Công ty Cổ phần Dây và Cáp SACOM,r77ac68l,"Đường số 4, KCN Long Thành, xã Tam An, huyện Long Thành, tỉnh Đồng Nai, Việt Nam"
t47zm92b,CÔNG TY TNHH ĐỒNG KỸ THUẬT KOREA VIỆT NAM.,t47zm92b,"KCN Đồng Văn I, Phường Đồng Văn, Thị xã Duy Tiên, Tỉnh Hà Nam"
y96xs25p,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT LÂM PHÚ,y96xs25p,"279A-281 Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, TP. Hồ Chí Minh."
c99rr63l,Công ty TNHH Đồng Kỹ Thuật Korea Việt Nam (KCT),c99rr63l,"KCN Đồng Văn I, Phường Đồng Văn, Thị xã Duy Tiên, Tỉnh Hà Nam"
y81iz16m,Công ty TNHH thiết bị công nghiệp HT Sài Gòn,y81iz16m,"100/19 Quốc lộ 1A, Khu phố 4, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam"
j78ss92b,Công ty TNHH Thiết bị công nghiệp BNS Việt Nam,j78ss92b,"Số 172 C4 KĐT Mới Đại Kim – Định Công, P. Đại Kim, Q. Hoàng Mai, Tp. Hà Nội"
o73fq55t,Công Ty TNHH Thương Mại Dịch Vụ Diệu Linh Hoàng,o73fq55t,"Số 13/33 Khu Phố Bình Hòa , P. Lái Thiêu, TP. Thuận An, Bình Dương"
b46yx28v,Công Ty TNHH Thiết Bị Công Nghiệp Huy Khang,b46yx28v,"Số 1368 Hẻm 1423/286, Khu phố Vườn Dừa, Phường Phước Tân, Thành Phố Biên Hoà, Đồng Nai"
l70no28s,Công Ty TNHH MTD Trading,l70no28s,"Số 5 đường 23, Khu phố 3, P. Linh Chiểu, TP. Thủ Đức, TP. Hồ Chí Minh"
x91jr36z,Công Ty TNHH Đầu Tư Và Thương Mại VMT,x91jr36z,"Lô 8.2 - 01 Khu Đô Thị Mới Phía Tây, Phường Tân Bình, Thành Phố Hải Dương, Hải Dương"
k37hg77d,Công Ty TNHH Một Thành Viên Thương Mại Hải Lan,k37hg77d,"Số 34, Đường Số 19, KDC Bình Hưng, H. Bình Chánh, TP. Hồ Chí Minh (TPHCM)"
t17gk83p,CÔNG TY TNHH THIÊN PHÚ HÓA,t17gk83p,"7G/2, KP 1B, P. An Phú, TX. Thuận An, Bình Dương"
l11se79x,CÔNG TY TNHH MỘT THÀNH VIÊN TM & DV VẬN TẢI VÂN THANH TRANG,l11se79x,"73 Kỳ Đồng, phường Thanh Khê Đông, Quận Thanh Khê, Tp. Đà Nẵng"
s86tu95i,CÔNG TY TNHH ĐẦU TƯ XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI AN PHÁT,s86tu95i,"Nhà 25 – DV01 – Lô 01 Nguyễn Khắc Hạnh, phường Mộ Lao, quận Hà Đông, Thành phố Hà Nội, Việt Nam"
d72za22f,CÔNG TY TNHH XNK KHANG NINH,d72za22f,"Số 89 đường Hoàng Ngọc Phách, phường Kênh Dương, quận Lê Chân, Hải Phòng"
b25rg58r,NHÀ PHÂN PHỐI BẠC ĐẠN TÀI PHÁT,b25rg58r,"Số 152/14/2, Tổ 6, Ấp Bình Lâm, Xã Lộc An, Huyện Long Thành, Đồng Nai"
s40iy10v,CÔNG TY TNHH THƯƠNG MẠI VÒNG BI THẾ GIỚI,s40iy10v,"270/9A, KP3A, Đường TTH02, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
i49gb42l,CÔNG TY TNHH TM THIẾT BỊ CÔNG NGHIỆP HUYỀN TRANG,i49gb42l,"66/07/12 Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, TP. HCM"
b19jz13d,Công ty TNHH TM & DV XNK Tân Hiệp Sanh,b19jz13d,"C4/14, ấp 3, xã Tân Kiên, huyện Bình Chánh, Thành phố Hồ Chí Minh"
l79oj32d,CÔNG TY CỔ PHẦN CÔNG NGHIỆP TRƯỜNG PHÁT,l79oj32d,"Nhà 25 – DV01 – Lô 01 Nguyễn Khắc Hạnh, phường Mộ Lao, quận Hà Đông, Thành phố Hà Nội, Việt Nam"
w29qp17x,Công Ty TNHH Kinh Doanh Thiết Bị Công Nghiệp Mỹ Phước,w29qp17x,"Khu ECOHOME1, Đường R9B-6, Số A2-24, P. Thới Hòa, TP. Bến Cát, Bình Dương"
m37vf86r,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU VÒNG BI HƯNG THỊNH PHÁT,m37vf86r,"Số 2 ngách 214/40, ngõ 215 Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội"
t62mn71z,Công Ty TNHH thương mại Tân Đại Long,t62mn71z,"396 Hồng Bàng, Phường 16, Quận 11, TP.Hồ Chí Minh "
h68ue37t,Công ty TNHH Trường Thành,h68ue37t,"Số 21, Liền kề 15, Khu Đô Thị Văn Phú, Hà Đông, Hà Nội"
p29ka19r,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHỆ TST VIỆT NAM,p29ka19r,"Số 24 dãy E, khu Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam"
v85ht91h,Sao Việt ,v85ht91h,"Trần Văn Khánh, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh"
w23vc63t,CÔNG TY TNHH TITANIUM SYNERGY VIỆT NAM,w23vc63t,"Lầu 10, 25 Hoàng Hoa Thám, phường 6, quận Bình Thạnh, Tp. Hồ Chí Minh."
m21pw11o,FSI VIET NAM COMPANY LIMITED,m21pw11o,"Số 226 đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam"
c86km64n,CÔNG TY TNHH NGŨ KIM HƯNG LONG,c86km64n,"(Thuê xưởng XN Giấy Tiến Thành) khu Cầu Ngà, Phường Vân Dương, Thành phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam"
d97mr40t,THIẾT BỊ TRAO ĐỔI NHIỆT DTP - CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ DTP,d97mr40t,"759/7A Hương Lộ 2, Khu Phố 2, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh (TPHCM)"
m53og30s,Công Ty TNHH Kim Loại VT,m53og30s,"39/12 Đường Gò Dưa, P. Tam Bình, Q. Thủ Đức, TP. Hồ Chí Minh (TPHCM)"
m12mh77j,Công Ty TNHH Công Nghiệp Quốc Tế Châu Dương,m12mh77j,"Tầng 10, Toà Nhà Ladeco, 266 Đội Cấn, P. Liễu Giai, Q. Ba Đình, Hà Nội"
h92jn82y,Công Ty TNHH Kim Loại G7,h92jn82y,"133/14/1E Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TP. Hồ Chí Minh (TPHCM)"
w74ez86a,Công Ty TNHH TM DV Thép Khánh Nam,w74ez86a,"180 Bình thành, KP 4, P. Bình Hưng Hòa, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)"
r66lr92q,Công Ty TNHH Một Thành Viên Vật Liệu Titan,r66lr92q,"133/14/5 Bình Thành, P. Bình Hưng Hòa B, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)"
w29kl15k,Xi Mạ Vũ Tấn - Công Ty TNHH Thương Mại Kỹ Thuật Vũ Tấn,w29kl15k,"Đường Liên Khu 5-6, Khu Phố 9, Phường Bình Hưng Hòa B, Quận Bình Tân, Tp. Hồ Chí Minh."
x65zp59q,NIPPON MOLD STEEL VIETNAM,x65zp59q,"162 XA LỘ HÀ NỘI, KHU PHỐ QUYẾT THẮNG, PHƯỜNG BÌNH THẮNG, TP DĨ AN, BÌNH DƯƠNG"
y75ru66t,CÔNG TY TNHH TM KT THIÊN ĐĂNG,y75ru66t,"157/7, Tổ 7, Khu Phước Long, Thị Trấn Long Thành, Huyện Long Thành, Tỉnh Đồng Nai"
o46nq19t,CÔNG TY TNHH KIM KHÍ FUJI VIỆT NAM,o46nq19t,"Số 13 Quốc Lộ 51, Khu Phố Đồng, Phường Phước Tân, Thành Phố Biên Hoà , Đồng Nai"
y95bx88g, Công Ty TNHH Thương Mại Xuất Nhập Khẩu Hà Khánh,y95bx88g,"Số 360, QL 1A, KP. 3, P. Tam Bình, Thành Phố Thủ Đức, TP. Hồ Chí Minh, Việt Nam"
z15qc33y,INOX Tấn Thành,z15qc33y,"496A/19 Ấp1, Xã An Phú Tây, Huyện Bình Chánh, TP. Hồ Chí Minh"
j90rh27a,Kim Khí Việt Anh ,j90rh27a,KCN Duyên Thái - H.Thường Tín - Hà Nội
q68ld68j,CÔNG TY TNHH MTV INOX KÍNH THÀNH,q68ld68j,"856 Trường Chinh, Quận Cẩm Lệ, Tp. Đà Nẵng"
j71dl52p,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI KIM LOẠI AN PHƯỚC,j71dl52p,"94/20/5 Đường số 2, Kp.6, P.Hiệp Bình Phước, TP.Thủ Đức, TP.Hồ Chí Minh"
d92fi33k,Inox Tiên Phong - Công Ty TNHH Inox Tiên Phong,d92fi33k,"Lô M3-37 Đường Số 28, KDC Vĩnh Phú 2, Phường Vĩnh Phú, Thành Phố Thuận An, Bình Dương, Việt Nam"
z89up42l,CÔNG TY TNHH CÔNG NGHIỆP NAM THUẬN PHÁT,z89up42l,"Tổng kho kim khí số 1, Tam Hiệp, Thanh Trì, Hà Nội"
c66fx52m,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI & XUẤT NHẬP KHẨU THỊNH PHÁT,c66fx52m,"967 Giải Phóng, P. Giáp Bát, Q. Hoàng Mai, Hà Nội"
c74ya14h,CÔNG TY TNHH THÉP KHÔNG GỈ VĨNH PHÁT,c74ya14h,"17 Đường 49A, Khu Phố 8, Phường Tân Tạo, Quận Bình Tân, TP. Hồ Chí Minh"
l73bw21e,Công Ty TNHH Kim Loại Cường Quang,l73bw21e,"68 Lê Sát, P. Tân Quý, Q. Tân Phú, TP. Hồ Chí Minh, Việt Nam"
x94mq50l,CÔNG TY TNHH TM SẢN XUẤT DV CƠ KHÍ PHẠM UY,x94mq50l,"Thôn Tây 3, Diên Sơn, Diên Khánh, Nha Trang, Khánh Hoà"
m93qp46u,Công Ty TNHH Thép H & D,m93qp46u,"Số Nhà 46, Ngõ 14 Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội"
a72jg94g,Garmco Metals - Công Ty TNHH Garmco Metals Việt Nam,a72jg94g,"Lô 1-1&2 Đường N3-2, KCN Long Đức, X. Long Đức, H. Long Thành, Đồng Nai"
e58yf82b,Nhôm Thỏi Grvmetal - Công Ty TNHH Tái Chế Xanh Việt Nam,e58yf82b,"Lô 6,7,8 Bình Than, Khu Bồ Sơn 3, P. Võ Cường, TP. Bắc Ninh, Bắc Ninh"
g44tz21b,Công Ty Cổ Phần Nhôm Việt Pháp SHAL - Nhà Máy Nhôm Việt Pháp,g44tz21b,"Lô KT, KCN Phúc Sơn, Đường Trần Nhân Tông, P. Ninh Sơn, TP. Ninh Bình, Ninh Bình"
c36lj51n,Nhôm Minh Dũng - Công Ty TNHH Nhôm Minh Dũng,c36lj51n,"Thửa Đất Số 11, Tờ Bản Đồ 50, Cụm CN Dốc Sặt, P. Trang Hạ, TX. Từ Sơn, Bắc Ninh"
l89sy21e,Công Ty TNHH Thương Mại Dịch Vụ Tín Hào Phong,l89sy21e,"48 Hà Tôn Quyền, Phường 12, Quận 5, TP. Hồ Chí Minh (TPHCM)"
d65sk62t,Nhôm Hợp Kim An Phát Gia - Công Ty TNHH Xuất Nhập Khẩu Thương Mại An Phát Gia,d65sk62t,"398B Mã Lò, KP. 10, P. Bình Hưng Hòa A, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)"
n51vk38j,Kim Loại Màu Banhay - Công Ty Cổ Phần Banhay,n51vk38j,"Số 303 Vĩnh Hưng, Q. Hoàng Mai, Hà Nội"
n91as25a,Thép Minh Phát - Công Ty TNHH MTV TM DV Minh Phát Steel,n91as25a,"96/51/22 Trương Văn Vĩnh, P. Tân Bình, TP. Dĩ An, Bình Dương"
i84jr33m,Nhôm Hiến Thành - Công Ty Trách Nhiệm Hữu Hạn Hiến Thành,i84jr33m,"24 Tôn Đức Thắng, P. Trần Nguyễn Hãn, Q. Lê Chân, Hải Phòng"
z80cy99b,Kim Loại Màu Hải Nguyên - Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Hải Nguyên,z80cy99b,"Số 2A Lý Tuệ, P. Tân Phú, Q. Tân Phú, TP. Hồ Chí Minh (TPHCM)"
u39wk95t,Nhôm Tín Kim - Công Ty Cổ Phần Nhựa Tín Kim,u39wk95t,"Số C2.7, Đường Đ3, KCN Đồng An 2, P. Hòa Phú, TP. Thủ Dầu Một, Bình Dương"
o90xm21m,Công Ty TNHH Sản Xuất Thương Mại Đức Thịnh,o90xm21m,"Số Nhà 24, Đường Số 36, Khu Đô Thị Vạn Phúc, P. Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh (TPHCM)"
l13fe40b,Công Ty TNHH Plastic Hồng Phúc,l13fe40b,"Đường 295, TT. Chờ, H. Yên Phong, Bắc Ninh"
z44zv18z,Công Ty Cổ Phần Kim Loại Màu Và Nhựa Đồng Việt,z44zv18z,"Số 35, Đường số 10, P. An Lợi Đồng, Q. 2, Tp. Hồ Chí Minh"
w40bx45c,Công Ty TNHH Chế Biến Nhôm Liên Hòa,w40bx45c,"Khu phố 5, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương"
h78il56q,Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Hoàn Nguyên,h78il56q,"404 Lý Thường Kiệt, P. 7, Q. Tân Bình, TP. Hồ Chí Minh (TPHCM)"
l33yx28j,Công Ty Cổ Phần Pro Materials Việt Nam,l33yx28j,"80 Xa lộ Hà Nội, Phường Tân Phú, Thành Phố Thủ Đức, TP. Hồ Chí Minh (TPHCM)"
o61np80t,Kim Loại Thiên Hương - Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Kim Loại Thiên Hương,o61np80t,"A2 Ô 22, Khu Dân Cư Thuận Giao, P. Thuận Giao, TX. Thuận An, Bình Dương"
b85in57v,CÔng Ty TNHH Sản Xuất Thương Mại Dịch Vụ Việt Khiêm,b85in57v,"8-9 Đường Số 6D, Khu TTCN Lê Minh Xuân, X. Tân Nhựt, H. Bình Chánh, TP. Hồ Chí Minh (TPHCM"
l47jw33r,Nhôm Cát Tường - Công Ty TNHH Xuất Nhập Khẩu Cát Tường,l47jw33r,"tòa Nhà Fortune, Số 7 Đường Sông Đà, Phường 2, Quận Tân Bình TP. Hồ Chí Minh (TPHCM)"
a72kv92y,Công Ty TNHH Nhôm Hợp Kim Tân Quang,a72kv92y,"Lô A6-D, KCN Hiệp Phước, Xã Long Thới, H. Nhà Bè, TP. Hồ Chí Minh (TPHCM)"
t55uj39k,Công Ty TNHH Một Thành Viên Vinh Long,t55uj39k,"68B Khu Phố 2, Đồng Khởi, P. Trảng Dài, TP. Biên Hòa, Đồng Nai"
k94lu25c,Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Phú Phú Hưng,k94lu25c,"659/5 Đường Mỹ Phước Tân Vạn, KP. 4, P. An Phú, TP. Thuận An, Bình Dương"
x55rh50v,Công Ty Cổ Phần Sản Xuất Thương Mại Hà Thành An,x55rh50v,"Số 29/3, Đường Tân Thới Hiệp 07, KP. 3, P. Tân Thới Hiệp, Q. 12, TP. Hồ Chí Minh (TPHCM)"
j61yg65p,Công Ty TNHH Sản Xuất - Thương Mại - Dịch Vụ Trần Hùng,j61yg65p,"106 Đường 47, KP. 8, P. Tân Tạo, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
